"Instance","LogFile","GameType","PromptLines","Answer","TimeSec","Expired"
"Verushon","2026-08-09-1.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""srdiB""",,,"True"
"Verushon","2026-08-09-1.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""XElLJp""",,,"True"
"Verushon","2026-08-10-1.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""FL9X5V""",,,"True"
"WebTori_09","2026-08-07-1.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""43 - 66"" | ***APO kixtt: accidnet | ***APO kixtt: -23 | Crates » You recieved x1 of Ancient Key!","-23","4.4","False"
"WebTori_09","2026-08-07-1.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""22 - 83"" | \n                                   WARPS\n\n              ᴜѕᴇ ᴏᴜʀ ᴡᴀʀᴘ ᴍᴇɴᴜ ᴛᴏ ᴛᴇʟᴇᴘᴏʀᴛ ᴛᴏ ᴛʜᴇ ᴍᴏѕᴛ\n                   ɪᴍᴘᴏʀᴛᴀɴᴛ ʟᴏᴄᴀᴛɪᴏɴѕ ᴏɴ ᴛʜᴇ ѕᴇʀᴠᴇʀ.\n\n                                 → /ᴡᴀʀᴘѕ ←\n | ***APO kixtt: in the air | ***Envy Insatiety: slide me some rocked | ***Envy Insatiety: 61 | ***Envy Insatiety: -61","-61","9.7","False"
"WebTori_09","2026-08-07-1.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ __rtar | ***APO kixtt: mortart | ***APO kixtt: mortar | **Envy Su4e_: Mortar","Mortar","11.7","False"
"WebTori_09","2026-08-07-1.log.gz","VARIABLE","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""✗"" | ⌚ + ⌚ + ⌚ = 36 | 🎣 + 🎣 + 🎣 = 129 | ⌚ + 🎣 + ✗ = 74",,,"True"
"WebTori_09","2026-08-07-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""92 * 45"" | Koth » Su4e_ [Envy] is capturing the Hill koth! (01:35) | Koth » Su4e_ [Envy] is capturing the Hill koth! (01:30)","4140","11.9","False"
"WebTori_09","2026-08-07-3.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""yrettaB""","Battery","4.3","False"
"WebTori_09","2026-08-07-3.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ ___age",,,"True"
"WebTori_09","2026-08-07-3.log.gz","WRITE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Pillow""","Pillow","4.8","False"
"WebTori_09","2026-08-07-3.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""vIj3Gs"" | \n                                   WARPS\n\n              ᴜѕᴇ ᴏᴜʀ ᴡᴀʀᴘ ᴍᴇɴᴜ ᴛᴏ ᴛᴇʟᴇᴘᴏʀᴛ ᴛᴏ ᴛʜᴇ ᴍᴏѕᴛ\n                   ɪᴍᴘᴏʀᴛᴀɴᴛ ʟᴏᴄᴀᴛɪᴏɴѕ ᴏɴ ᴛʜᴇ ѕᴇʀᴠᴇʀ.\n\n                                 → /ᴡᴀʀᴘѕ ←\n | Cʀʏѕᴛᴀʟ PᴠP ➟ CPvP Arena reset starting... | Cʀʏѕᴛᴀʟ PᴠP ➟ CPvP Arena reset complete! | United StrangeBoyHaHa ➠ ya to phir immortal","vIj3Gs","7.3","False"
"WebTori_09","2026-08-07-3.log.gz","TRIVIA","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ʀᴇѕᴘᴏɴᴅ | ""What insect is known for its ability to produce sounds with its wings?""",,,"True"
"WebTori_09","2026-08-07-3.log.gz","TRIVIA","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ʀᴇѕᴘᴏɴᴅ | ""What is the continent where the country of South Africa is located?""","Africa","5.0","False"
"WebTori_09","2026-08-07-3.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""eaOnrg"" | \n                                  VOTING\n\n            ᴄᴏɴѕɪᴅᴇʀ ᴠᴏᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ɴᴇᴡ ᴘʟᴀʏᴇʀѕ ꜰɪɴᴅ ᴛʜᴇ\n              ѕᴇʀᴠᴇʀ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴄᴏᴏʟ ʀᴇᴡᴀʀᴅѕ.\n\n                                 → /ᴠᴏᴛᴇ ←\n","Orange","5.2","False"
"WebTori_09","2026-08-07-3.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _ot__ook | Envy [✪] [ʟᴇɢᴇɴᴅ] VvV_Eren ! ✨ Monarch ✨ ! ➠ RotBlook",,,"True"
"WebTori_09","2026-08-07-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""34 * 48"" | \n                                   WARPS\n\n              ᴜѕᴇ ᴏᴜʀ ᴡᴀʀᴘ ᴍᴇɴᴜ ᴛᴏ ᴛᴇʟᴇᴘᴏʀᴛ ᴛᴏ ᴛʜᴇ ᴍᴏѕᴛ\n                   ɪᴍᴘᴏʀᴛᴀɴᴛ ʟᴏᴄᴀᴛɪᴏɴѕ ᴏɴ ᴛʜᴇ ѕᴇʀᴠᴇʀ.\n\n                                 → /ᴡᴀʀᴘѕ ←\n","1632","10.0","False"
"WebTori_09","2026-08-07-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""39 - 41"" | Solar Prime_Asad777 ➠ 2","-2","3.6","False"
"WebTori_09","2026-08-07-3.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""aCoir"" | Eagles EliteOwns ➠ Coir | Eagles EliteOwns ➠ Caoir","Cairo","17.3","False"
"WebTori_09","2026-08-07-3.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""ZNpjQv""","ZNpjQv","8.3","False"
"WebTori_09","2026-08-07-3.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""tpaerysT"" | \n                                   STORE\n\n        ᴄᴏɴѕɪᴅᴇʀ ᴅᴏɴᴀᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ᴛʜᴇ ѕᴇʀᴠᴇʀ ᴀɴᴅ ᴋᴇᴇᴘ ɪᴛ ᴜᴘ\n         ᴀɴᴅ ʀᴜɴɴɪɴɢ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴇxᴄʟᴜѕɪᴠᴇ ᴘᴇʀᴋѕ.\n\n                                 → /ѕᴛᴏʀᴇ ←\n",,,"True"
"WebTori_09","2026-08-07-3.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _a_co_y | [⚡] Warning » Items and entities will be cleared in 60 seconds. | Shinigami [ʜᴇʟᴘᴇʀ] |Obito| [#BlameLord] ➠ Dacoty",,,"True"
"WebTori_09","2026-08-07-3.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ E__e_vo_r | BrainRot K192BlackSlave ➠ [K192BlackSlave's Coins]","Endeavour","6.4","False"
"WebTori_09","2026-08-07-3.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""EIeUtN""","EIeUtN","9.7","False"
"WebTori_09","2026-08-07-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""10 + 44"" | \n                                  VOTING\n\n            ᴄᴏɴѕɪᴅᴇʀ ᴠᴏᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ɴᴇᴡ ᴘʟᴀʏᴇʀѕ ꜰɪɴᴅ ᴛʜᴇ\n              ѕᴇʀᴠᴇʀ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴄᴏᴏʟ ʀᴇᴡᴀʀᴅѕ.\n\n                                 → /ᴠᴏᴛᴇ ←\n | Please move around while fishing. | Please move around while fishing.","54","2.8","False"
"WebTori_09","2026-08-07-7.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _olog_e | [⚡] Warning » Items and entities will be cleared in 60 seconds.",,,"True"
"WebTori_09","2026-08-07-7.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""srpaetTy""",,,"True"
"WebTori_09","2026-08-07-7.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""20 - 30"" | Golden hour for [✼] FireXLord77.",,,"True"
"WebTori_09","2026-08-07-7.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""alteMn""",,,"True"
"WebTori_09","2026-08-07-7.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _an_o",,,"True"
"WebTori_09","2026-08-07-7.log.gz","WRITE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Barbecue""","Barbecue","5.7","False"
"WebTori_09","2026-08-07-7.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""moRo"" | \n                                  VOTING\n\n            ᴄᴏɴѕɪᴅᴇʀ ᴠᴏᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ɴᴇᴡ ᴘʟᴀʏᴇʀѕ ꜰɪɴᴅ ᴛʜᴇ\n              ѕᴇʀᴠᴇʀ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴄᴏᴏʟ ʀᴇᴡᴀʀᴅѕ.\n\n                                 → /ᴠᴏᴛᴇ ←\n","Room","3.3","False"
"WebTori_09","2026-08-07-7.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Z33NCz""","Z33NCz","8.5","False"
"WebTori_09","2026-08-07-7.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""retarG""",,,"True"
"WebTori_09","2026-08-07-7.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""51 - 21"" | ᴇɴᴠᴏʏѕ » The envoy event has ended. Thanks for playing and please come back for the next one.",,,"True"
"WebTori_09","2026-08-07-7.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""hsaS""",,,"True"
"WebTori_09","2026-08-07-7.log.gz","TRIVIA","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ʀᴇѕᴘᴏɴᴅ | ""In which country was the painter Pablo Picasso born?"" | \n                                 DISCORD\n\n         ᴊᴏɪɴ ᴏᴜʀ ᴅɪѕᴄᴏʀᴅ ѕᴇʀᴠᴇʀ ᴛᴏ ᴛᴀʟᴋ ᴛᴏ ꜰᴇʟʟᴏᴡ ᴘʟᴀʏᴇʀѕ,\n                   ᴘᴀʀᴛɪᴄɪᴘᴀᴛᴇ ɪɴ ɢɪᴠᴇᴀᴡᴀʏѕ ᴀɴᴅ ᴍᴏʀᴇ.\n\n                                → /ᴅɪѕᴄᴏʀᴅ ←\n",,,"True"
"WebTori_09","2026-08-08-1.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""ycCle""","Cycle","7.9","False"
"WebTori_09","2026-08-08-1.log.gz","WRITE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Duero"" | \n                                   WARPS\n\n              ᴜѕᴇ ᴏᴜʀ ᴡᴀʀᴘ ᴍᴇɴᴜ ᴛᴏ ᴛᴇʟᴇᴘᴏʀᴛ ᴛᴏ ᴛʜᴇ ᴍᴏѕᴛ\n                   ɪᴍᴘᴏʀᴛᴀɴᴛ ʟᴏᴄᴀᴛɪᴏɴѕ ᴏɴ ᴛʜᴇ ѕᴇʀᴠᴇʀ.\n\n                                 → /ᴡᴀʀᴘѕ ←\n | ꜱᴇʀᴠᴇʀ ➟ [Broadcast] We are now calculating FactionsTop",,,"True"
"WebTori_09","2026-08-08-1.log.gz","VARIABLE","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""✗"" | ☯ + ☯ + ☯ = 111 | ☔ + ☔ + ☔ = 108 | ☯ + ☔ + ✗ = 56",,,"True"
"WebTori_09","2026-08-08-1.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""yKe"" | [⚡] Warning » Items and entities will be cleared in 2 seconds. | [⚡] Warning » Items and entities will be cleared in 1 second. | [⚡] Successfully removed 22 items, 54 creatures, and 4 projectiles!",,,"True"
"WebTori_09","2026-08-08-1.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ Ba__l | \n                                 DISCORD\n\n         ᴊᴏɪɴ ᴏᴜʀ ᴅɪѕᴄᴏʀᴅ ѕᴇʀᴠᴇʀ ᴛᴏ ᴛᴀʟᴋ ᴛᴏ ꜰᴇʟʟᴏᴡ ᴘʟᴀʏᴇʀѕ,\n                   ᴘᴀʀᴛɪᴄɪᴘᴀᴛᴇ ɪɴ ɢɪᴠᴇᴀᴡᴀʏѕ ᴀɴᴅ ᴍᴏʀᴇ.\n\n                                → /ᴅɪѕᴄᴏʀᴅ ←\n | [⚡] Warning » Items and entities will be cleared in 60 seconds. | ᴇɴᴠᴏʏѕ » There is an envoy event happening in 30m, 0s.",,,"True"
"WebTori_09","2026-08-08-1.log.gz","TRIVIA","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ʀᴇѕᴘᴏɴᴅ | ""Who wrote ""Don Quixote""?"" | ᴇɴᴠᴏʏѕ » There is an envoy event happening in 10m, 0s.",,,"True"
"WebTori_09","2026-08-08-1.log.gz","WRITE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Document""",,,"True"
"WebTori_09","2026-08-08-1.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""22 - 96"" | \n                                   WARPS\n\n              ᴜѕᴇ ᴏᴜʀ ᴡᴀʀᴘ ᴍᴇɴᴜ ᴛᴏ ᴛᴇʟᴇᴘᴏʀᴛ ᴛᴏ ᴛʜᴇ ᴍᴏѕᴛ\n                   ɪᴍᴘᴏʀᴛᴀɴᴛ ʟᴏᴄᴀᴛɪᴏɴѕ ᴏɴ ᴛʜᴇ ѕᴇʀᴠᴇʀ.\n\n                                 → /ᴡᴀʀᴘѕ ←\n | ꜱᴇʀᴠᴇʀ ➟ [Broadcast] We are now calculating FactionsTop",,,"True"
"WebTori_09","2026-08-08-1.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _m___tte","Omelette","14.6","False"
"WebTori_09","2026-08-08-1.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _i_tn_m | ᴇɴᴠᴏʏѕ » The envoy event has ended. Thanks for playing and please come back for the next one.",,,"True"
"WebTori_09","2026-08-08-1.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _rack | \n                                   STORE\n\n        ᴄᴏɴѕɪᴅᴇʀ ᴅᴏɴᴀᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ᴛʜᴇ ѕᴇʀᴠᴇʀ ᴀɴᴅ ᴋᴇᴇᴘ ɪᴛ ᴜᴘ\n         ᴀɴᴅ ʀᴜɴɴɪɴɢ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴇxᴄʟᴜѕɪᴠᴇ ᴘᴇʀᴋѕ.\n\n                                 → /ѕᴛᴏʀᴇ ←\n","Track","8.5","False"
"WebTori_09","2026-08-08-1.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""RBt71X""","RBt71X","7.3","False"
"WebTori_09","2026-08-08-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""24 + 4"" | \n                                   STORE\n\n        ᴄᴏɴѕɪᴅᴇʀ ᴅᴏɴᴀᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ᴛʜᴇ ѕᴇʀᴠᴇʀ ᴀɴᴅ ᴋᴇᴇᴘ ɪᴛ ᴜᴘ\n         ᴀɴᴅ ʀᴜɴɴɪɴɢ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴇxᴄʟᴜѕɪᴠᴇ ᴘᴇʀᴋѕ.\n\n                                 → /ѕᴛᴏʀᴇ ←\n","28","2.3","False"
"WebTori_09","2026-08-08-3.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ _ile ca_i_et | ᴇɴᴠᴏʏѕ » The envoy event has ended. Thanks for playing and please come back for the next one.",,,"True"
"WebTori_09","2026-08-08-3.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""eltsihW"" | \n                                   STORE\n\n        ᴄᴏɴѕɪᴅᴇʀ ᴅᴏɴᴀᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ᴛʜᴇ ѕᴇʀᴠᴇʀ ᴀɴᴅ ᴋᴇᴇᴘ ɪᴛ ᴜᴘ\n         ᴀɴᴅ ʀᴜɴɴɪɴɢ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴇxᴄʟᴜѕɪᴠᴇ ᴘᴇʀᴋѕ.\n\n                                 → /ѕᴛᴏʀᴇ ←\n | Solar bhargav_boy [#BlameLord] ➠ hcl","Whistle","8.5","False"
"WebTori_09","2026-08-08-3.log.gz","WRITE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Beluga""","Beluga","3.2","False"
"WebTori_09","2026-08-08-3.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ __tato | \n                                 DISCORD\n\n         ᴊᴏɪɴ ᴏᴜʀ ᴅɪѕᴄᴏʀᴅ ѕᴇʀᴠᴇʀ ᴛᴏ ᴛᴀʟᴋ ᴛᴏ ꜰᴇʟʟᴏᴡ ᴘʟᴀʏᴇʀѕ,\n                   ᴘᴀʀᴛɪᴄɪᴘᴀᴛᴇ ɪɴ ɢɪᴠᴇᴀᴡᴀʏѕ ᴀɴᴅ ᴍᴏʀᴇ.\n\n                                → /ᴅɪѕᴄᴏʀᴅ ←\n | [ʟᴇɢᴇɴᴅ] Kaylexxx [Codys] ➠ jj | Nostalgia NotM0kshaYT [#BlameLord] ➠ Tomato","Potato","3.5","False"
"WebTori_09","2026-08-08-3.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""dHege"" | Koth » Kaylexxx [ForHonor] is capturing the Hill koth! (01:47)","Hedge","3.5","False"
"WebTori_09","2026-08-08-3.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""leeR""","Reel","1.9","False"
"WebTori_09","2026-08-08-3.log.gz","TRIVIA","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ʀᴇѕᴘᴏɴᴅ | ""What is the country known as the Land of the Kangaroos?"" | \n                                 DISCORD\n\n         ᴊᴏɪɴ ᴏᴜʀ ᴅɪѕᴄᴏʀᴅ ѕᴇʀᴠᴇʀ ᴛᴏ ᴛᴀʟᴋ ᴛᴏ ꜰᴇʟʟᴏᴡ ᴘʟᴀʏᴇʀѕ,\n                   ᴘᴀʀᴛɪᴄɪᴘᴀᴛᴇ ɪɴ ɢɪᴠᴇᴀᴡᴀʏѕ ᴀɴᴅ ᴍᴏʀᴇ.\n\n                                → /ᴅɪѕᴄᴏʀᴅ ←\n","Australia","5.7","False"
"WebTori_09","2026-08-08-3.log.gz","FILL","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to complete the word | ▶ D_D | some_aspy ➠ Dad","DVD","8.3","False"
"WebTori_09","2026-08-08-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""4 * 80""","320","6.2","False"
"WebTori_09","2026-08-08-3.log.gz","SORT","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to sort the word ""rkBea"" | \n                                  VOTING\n\n            ᴄᴏɴѕɪᴅᴇʀ ᴠᴏᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ɴᴇᴡ ᴘʟᴀʏᴇʀѕ ꜰɪɴᴅ ᴛʜᴇ\n              ѕᴇʀᴠᴇʀ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴄᴏᴏʟ ʀᴇᴡᴀʀᴅѕ.\n\n                                 → /ᴠᴏᴛᴇ ←\n | Envy [✪] [ʟᴇɢᴇɴᴅ] top3 ! ✨ Monarch ✨ ! ➠ Ok | Versus [✼] [ᴢᴇᴜѕ] FireXLord77 ✨ Cʜᴀᴍᴘɪᴏɴѕ ⚔ ➠ Break | Envy Su4e_ [#BlameLord] ➠ Beark","Brake","6.2","False"
"WebTori_09","2026-08-08-3.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""atogoB"" | Solar Prime_Asad777 ➠ Bagotoa","Bogota","8.1","False"
"WebTori_09","2026-08-08-3.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""reyalP""","Player","4.2","False"
"WebTori_09","2026-08-08-3.log.gz","WRITE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Umbrella""","Umbrella","6.8","False"
"WebTori_09","2026-08-08-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""43 + 14"" | \n                                 DISCORD\n\n         ᴊᴏɪɴ ᴏᴜʀ ᴅɪѕᴄᴏʀᴅ ѕᴇʀᴠᴇʀ ᴛᴏ ᴛᴀʟᴋ ᴛᴏ ꜰᴇʟʟᴏᴡ ᴘʟᴀʏᴇʀѕ,\n                   ᴘᴀʀᴛɪᴄɪᴘᴀᴛᴇ ɪɴ ɢɪᴠᴇᴀᴡᴀʏѕ ᴀɴᴅ ᴍᴏʀᴇ.\n\n                                → /ᴅɪѕᴄᴏʀᴅ ←\n | Solar Prime_Asad777 ➠ i want breze rod | Envy [✪] [ʟᴇɢᴇɴᴅ] Syedali4545 ! ✨ Monarch ✨ ! ➠ 87","57","11.7","False"
"WebTori_09","2026-08-08-3.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""11 + 75"" | ᴇɴᴠᴏʏѕ » There is an envoy event happening in 10m, 0s.",,,"True"
"WebTori_09","2026-08-08-5.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""tuntsehC""",,,"True"
"WebTori_09","2026-08-08-5.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""legnA""",,,"True"
"WebTori_09","2026-08-09-1.log.gz","MATH","ʏᴏᴜ ʜᴀᴠᴇ 20 ѕᴇᴄᴏɴᴅѕ ᴛᴏ ѕᴏʟᴠᴇ ""2 * 26""","52","6.6","False"
"WebTori_09","2026-08-09-1.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""tsaerB""","Breast","7.4","False"
"WebTori_09","2026-08-09-1.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""YnVrAh"" | \n                                   WARPS\n\n              ᴜѕᴇ ᴏᴜʀ ᴡᴀʀᴘ ᴍᴇɴᴜ ᴛᴏ ᴛᴇʟᴇᴘᴏʀᴛ ᴛᴏ ᴛʜᴇ ᴍᴏѕᴛ\n                   ɪᴍᴘᴏʀᴛᴀɴᴛ ʟᴏᴄᴀᴛɪᴏɴѕ ᴏɴ ᴛʜᴇ ѕᴇʀᴠᴇʀ.\n\n                                 → /ᴡᴀʀᴘѕ ←\n","YnVrAh","5.9","False"
"WebTori_09","2026-08-09-1.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""me6d53""","me6d53","6.6","False"
"WebTori_09","2026-08-09-1.log.gz","UNKNOWN","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""d2Agze"" | \n                                   WARPS\n\n              ᴜѕᴇ ᴏᴜʀ ᴡᴀʀᴘ ᴍᴇɴᴜ ᴛᴏ ᴛᴇʟᴇᴘᴏʀᴛ ᴛᴏ ᴛʜᴇ ᴍᴏѕᴛ\n                   ɪᴍᴘᴏʀᴛᴀɴᴛ ʟᴏᴄᴀᴛɪᴏɴѕ ᴏɴ ᴛʜᴇ ѕᴇʀᴠᴇʀ.\n\n                                 → /ᴡᴀʀᴘѕ ←\n","d2Agze","3.7","False"
"WebTori_09","2026-08-09-1.log.gz","REVERSE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to reverse the word ""liaM""","Mail","2.9","False"
"WebTori_09","2026-08-09-1.log.gz","WRITE","ʏᴏᴜ ʜᴀᴠᴇ 20 seconds to write ""Mussel"" | \n                                   STORE\n\n        ᴄᴏɴѕɪᴅᴇʀ ᴅᴏɴᴀᴛɪɴɢ ᴛᴏ ʜᴇʟᴘ ᴛʜᴇ ѕᴇʀᴠᴇʀ ᴀɴᴅ ᴋᴇᴇᴘ ɪᴛ ᴜᴘ\n         ᴀɴᴅ ʀᴜɴɴɪɴɢ, ᴀʟᴏɴɢ ᴡɪᴛʜ ɢɪᴠɪɴɢ ʏᴏᴜ ᴇxᴄʟᴜѕɪᴠᴇ ᴘᴇʀᴋѕ.\n\n                                 → /ѕᴛᴏʀᴇ ←\n | ForHonor [ʟᴇɢᴇɴᴅ] CoyoteGaming001 ➠ lol","Mussel","2.4","False"
